PC1,PC2
-1.1890592760720884,-0.10281722433658122
-0.4801120493169488,-0.20692070441069207
-1.1112438618315283,0.5322541817732289
-1.9378357760101035,0.06136251913620431
-1.5605629073593097,-0.35455904178471137
-1.0785700600470443,-0.20710905080127248
-0.5261840542339536,0.08235609782194571
-1.7070801122314367,-0.44914395100267307
-1.219690218499298,0.002576546975888004
-0.1593034062498553,-0.04299654443814176
-0.54874061037198,0.053529699115745503
-0.28895593087069865,0.20638415027982124
0.4300793159523679,0.1501704067793395
-0.1652800558958025,0.24415153609008602
-1.0453568281811094,0.2219602773296174
-0.6627983183745376,0.12871424477857335
-1.2871797997942478,5.720012406713666
-0.1819883855808633,0.04951784835420088
-0.8676030893310133,0.44474873127576176
-0.19414407063425654,0.06653002871710341
-0.9421540684130546,0.02336082836985455
-0.8071461729512623,0.33541492885774493
0.1166343201352185,0.14920796602187536
-0.43398631273989036,0.16505289303106105
-0.22676769280808623,3.9685056735614364
-1.0405188996473502,-0.11810829400555982
-1.0183323060958689,-0.04078049235938711
0.3078036024598635,0.1130202529622395
-0.7670915442317335,2.3457920955133744
-1.6551865460127808,-0.21684420829659254
-0.14718660370884562,-0.11444992038171453
-1.547237353584759,0.2732847242611009
-0.7313908639295088,0.19093403739357565
-0.25585109364798114,0.05807171253199919
-1.1237440540532218,0.027068826206397185
-0.08975522451657433,0.10680693821760666
-1.1174601723741875,0.12634589229094556
0.016948891553174795,0.045819539596821925
-0.8021451130414634,0.6590639707038894
-0.79271843085997,0.5274020055744089
-1.4424492457901896,-0.49241277633679886
-0.9586598900829366,-0.20394860170353102
-0.9090880078437165,-0.2702057515863664
-0.6360317768150814,-0.08175956973450199
0.021765138234825475,-0.2931688380745165
-1.0224126940339726,-0.015292168347459213
-0.8234814641408714,0.007245730782630764
-2.307283974838551,-0.2213588243753475
-0.038002319030143505,0.1448809296711848
-1.6834106222624265,0.28099157191651153
2.189669200669868,0.1266111979677363
-0.7977987338346997,0.11954820274278045
-0.038002319030143505,0.1448809296711848
-1.0172870239039904,-0.3127156199995281
-1.8440374786744997,-0.4807235386963932
-0.8608190407915093,0.0347167721413683
-1.7730256328285416,-0.23719664654841216
-1.828085959153586,-0.37477626468941994
-0.24818197288640914,0.03578629481776268
-0.2151601342125302,0.061045567946803485
-0.6981663472231376,-0.049464302066116045
-0.010902024666780915,0.02355774537785064
-0.9001288625832954,0.06395259467096613
-0.9970321365303202,-0.20485358884444216
-0.8548852044322216,-0.10492868596140895
-1.0013605811628572,-0.31608008432327767
-0.23130751678649575,0.09275002479106628
-1.4103799131430999,-0.04751499886513246
-0.11047082218951026,0.1649164981511429
-0.7722071220783238,-0.12483975422411177
-1.6320910105547028,-0.1928138292170229
0.9076422200118771,-0.2688993914614231
-0.8134635126291935,-0.20580922530926507
-1.0505891032021284,-0.0848558498277484
-0.4124608382321363,0.0309717341465191
-2.105929755224128,-0.4461774665903329
-1.586418442118594,0.004258401251709358
-0.3051489863291999,0.19615015178873488
-1.2544550257681055,-0.10843867320098959
-2.2436200373820445,-0.36416664321859804
-0.6026544980604501,0.06098682855634519
-0.3619862210739819,-0.18782373072647807
-0.6300420100384558,0.03830880072667506
-1.0991070416238733,0.11582662152604371
-0.8315363390142341,-0.06885055232763973
-1.084565511381515,-0.27006638096864993
-1.2085822591139044,0.6905600598029435
-0.0058950705908423235,0.14904599743394437
-0.24818197288640914,0.03578629481776268
-0.42469434080065926,0.09907364171712686
0.33553777671338386,0.13206464513375032
-1.0896918663844803,-0.2899123529144713
-0.038002319030143505,0.1448809296711848
0.21859372608636396,0.1018047847639046
0.38198118333156444,0.1598678352531957
-0.3013596642160341,-0.19180100205364706
4.6262654367853004,-0.1523670835687659
-1.5850025581958118,-0.16339312124318486
-0.905506272436136,-0.26239415847810454
-0.325705231046284,0.14036498636615174
